person_id,screen_name,name,tweet,intent,created_at,status_url
862235773545848832,goviral_v2,goviral,#Bahubali2 will be awesome,1,2017-06-15 15:51:42,https://twitter.com/goviral_v2/status/875380302129938433
2344007365,ootbdevk,DK, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:47:00,https://twitter.com/ootbdevk/status/875379121441751041
26104657,ReggieSinha,Reggie, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:40:05,https://twitter.com/ReggieSinha/status/875377377743974401
70933004,RetardedHurt,Dewang Ganatra, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:38:19,https://twitter.com/RetardedHurt/status/875376932938010625
15699750,samir_patil,gab.ai/samir_patil, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:33:00,https://twitter.com/samir_patil/status/875375594367729665
4637743512,its_King_1,Harry," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 15:30:17,https://twitter.com/its_King_1/status/875374910742319106
782128591,pratyus02241475,Pratyush, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:21:29,https://twitter.com/pratyus02241475/status/875372697739345920
1374222889,Ateendriyo,Aakash Raj Razdhan, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:21:05,https://twitter.com/Ateendriyo/status/875372595872276481
87629490,DivyaSoti,Divya Kumar Soti, All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:19:53,https://twitter.com/DivyaSoti/status/875372293886816256
196490371,vagabondoc,निश्चेतना,All news of Dangal's Chinese collection has vanished from media moment Bahubali2 slowed down! @DivyaSoti,1,2017-06-15 15:17:26,https://twitter.com/vagabondoc/status/875371680377524224
58073153,ramana_brf,Ramana,Then they will become Left. Do you know the most critical scene in #Bahubali2 ? The one where Mahendra declares goa… https://t.co/blxEDAFqF1,1,2017-06-15 15:16:48,https://twitter.com/ramana_brf/status/875371519248973824
4874234783,iamfannkt,Nishkarsh tiwari," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 15:14:09,https://twitter.com/iamfannkt/status/875370850849103872
2909038700,sheeraz_ally,Sheeraz Ally �," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 15:13:50,https://twitter.com/sheeraz_ally/status/875370770750468096
816548159941816320,munvar17,raj malhotra," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:59:37,https://twitter.com/munvar17/status/875367196079161344
2713504969,niru_9927,dr Nirupama misra,"#Bahubali2 completing 50days . with 2000cr in kitty ;still going strong..has shown what it takes to be  #dreamcometrue 
 Congo. #Bollywood",1,2017-06-15 14:59:30,https://twitter.com/niru_9927/status/875367166752702464
4590909027,canadawaale,CHAKKI CHUTIYA," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:57:44,https://twitter.com/canadawaale/status/875366721451905024
875365334559072256,BrittanyGroos,Buy Folloŵeřs :me," @RanaDaggubati https://t.co/JdQ6u3ZFqn

Pls watch this Sir... #Bahubali2 youngest and biggest fan...��",1,2017-06-15 14:57:41,https://twitter.com/BrittanyGroos/status/875366709661650944
874479673983594496,PrabhasFans7,Prabhas Fans,Celebrate 50 days of india's biggest blockbuster ever #Bahubali2 https://t.co/cJB0086SmL,1,2017-06-15 14:55:41,https://twitter.com/PrabhasFans7/status/875366206496272384
97973416,sadia_myvoice,sadiaA,He came he saw he conquered #Prabhas #Bahubali2 #saaho golden jubilee ❤️�❤️�,0,2017-06-15 14:53:15,https://twitter.com/sadia_myvoice/status/875365592383049728
820269523072905216,trustyboy1,REBELRAMS," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 14:47:46,https://twitter.com/trustyboy1/status/875364213711003649
723436963,shyamananth2,shyam ananth," Ur vote for ? #Spyder #Rangasthalam1985 #JaiLavaKusa #RRVC #akhil2  #Bahubali2 
Rt for Nag,fav for chiru,reply for Ntr,reply…",0,2017-06-15 14:47:31,https://twitter.com/shyamananth2/status/875364149772959745
714615082903142400,_Pragnik,Baahubali Pragnik, #Bahubali2  has completed over 50 days in over 100 screens at kearla thats really phenomenal ! https://t.co/O7M1EzsZCm,1,2017-06-15 14:38:40,https://twitter.com/_Pragnik/status/875361924833083392
3652816576,ARIFSARKER20,ARIF SARKER," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:36:47,https://twitter.com/ARIFSARKER20/status/875361450772103170
331731381,Sunspell_TJ,Rebel TJ ૐ�, wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas #darling #s…,1,2017-06-15 14:15:01,https://twitter.com/Sunspell_TJ/status/875355971865935872
3229545542,salonisingh222,जियो रे बाहुबली, wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas #darling #s…,1,2017-06-15 14:06:15,https://twitter.com/salonisingh222/status/875353766391721984
4725225317,AnSRKian,SRK," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:06:01,https://twitter.com/AnSRKian/status/875353705662382080
712973592372383748,JaamSaddam,Saddam jaan," 7 Successful Films in 2017 

Jan - #Raees 

Feb - #JollyLLB2 &amp; #TheGhaziAttack

March - #BadrinathKiDulhania

April - #B…",0,2017-06-15 14:05:11,https://twitter.com/JaamSaddam/status/875353497243398146
143719932,Phanny__18,PRABHAS, wat eyes !!! not eyes...swords!!!���#wkkb #Bahubali2 all time favourite movie... for the 11th tym...#prabhas #darling #s…,1,2017-06-15 14:05:01,https://twitter.com/Phanny__18/status/875353454499078144
